entry,exit,sym,side,gross,net,reason,margin,rom
2023-12-01,2023-12-04,COALINDIA,1,0.025118415386823578,0.024118415386823577,tp,0.22,0.10962916084919808
2023-12-01,2023-12-05,BHEL,1,0.031131800989234737,0.030131800989234736,tp,0.22,0.1369627317692488
2023-12-01,2023-12-13,NMDC,1,0.05099536405781291,0.04999536405781291,tp,0.22,0.2272516548082405
2023-12-01,2023-12-05,TRENT,1,0.0242542267858723,0.0232542267858723,tp,0.22,0.10570103084487409
2023-12-29,2024-01-01,PFC,1,0.029518384256861818,0.028518384256861817,tp,0.22,0.1296290193493719
2023-12-29,2024-01-01,BHEL,1,0.020998719590268777,0.019998719590268776,tp,0.22,0.09090327086485807
2023-12-29,2024-01-01,RECLTD,1,0.029563754356447536,0.028563754356447535,tp,0.22,0.12983524707476152
2023-12-29,2024-01-02,NMDC,1,0.03818785578747619,0.03718785578747619,tp,0.22,0.16903570812489177
2023-12-29,2024-01-10,TRENT,1,0.03425224318930398,0.033252243189303976,tp,0.22,0.1511465599513817
2024-01-29,2024-01-30,BHEL,1,0.031910112359550435,0.030910112359550435,tp,0.22,0.14050051072522926
2024-01-29,2024-02-05,PFC,1,0.023136246786632286,0.022136246786632285,tp,0.22,0.1006193035756013
2024-01-29,2024-02-12,RECLTD,1,-0.09511517077045284,-0.09611517077045284,sl,0.22,-0.4368871398656947
2024-01-29,2024-02-06,OFSS,1,0.05915048325802674,0.05815048325802674,tp,0.22,0.2643203784455761
2024-01-29,2024-02-02,IOC,1,0.10787960771051752,0.10687960771051752,tp,0.22,0.48581639868417054
2024-03-01,2024-03-06,OFSS,1,0.0375159293060614,0.0365159293060614,tp,0.22,0.16598149684573363
2024-03-01,2024-03-05,PNB,1,0.03697813121272375,0.03597813121272375,tp,0.22,0.16353696005783525
2024-03-01,2024-03-13,ADANIPORTS,1,-0.08650596981302094,-0.08750596981302095,sl,0.22,-0.3977544082410043
